content,score
"sudah bagus...cuman kadang promo nya kok suka gak jelas yah ...kadang gk bisa dipakai,terus suka lemot kalau misal rush hour..diklik gk bisa berubah tampilan nya...jdi suka lemot",5
"Knp skrg sy gabisa lg buka app grab, setiap masuk keluar lg, pdhl sinyal lancar kuota bnyk. Biasanya aman2 aja, sy jg udh coba uninstal grab trus diinstal lg tp ttp kaya gitu. Tolong dong diperbaiki krn sy butuh bgt pake grab",3
"Tolong perbaiki titik posisi driver dengan passenger, kadarng titiknya itu terlalu jauh, dan butuh waktu yang agak lama untuk menunggu si driver, tolong diperbaiki ya, agar posisi driver dan passenger tidak terlalu jauh. Terimakasih :))",3
"kecewa bgt sopir nya sering ingin jmput pnumpang yg lain di lain tmpat yg ga kita kenal. jadi kita sering di minta buat di barengin sama pnunpang lain. trus bayarnya sma. padahl dpt penunmpang dlm satu mobil bisa 2 s/d 3 To kita bayar sma full. GRAB udah ga PREORITASkan penumpang GRAB udah kayak kualitas TRAVEL. ahirnya sya terpaksa membatalkan Pesanan sya. dan karna sering membatalkan hal itu. dgn alasan sopir nya yg begitu. mlah akun saya di BLOK sma pihak GRAB. tp gpp, ada GOJEK",1
Awal menggunakan grab saya sangat terbantu dan senang tapi karena sering log out n log in Akun saya di bekukan.. Apaan sih..ga ngerti deh.. Wajar kan kalau sering log out and log in.. Udah gitu kartu debit saya juga di tolak..saya pakai visa internasional Padahal saat transaksi pertama di app ini saya berhasil bayar pakai kartu debit..yang ke 2 di tolak.. Pelayanan tolong di tingkatkan..,1
"Untuk pihak GRAB, tolong di perbarui jika resto tutup atau buka mohon ada pemberitahuannya,, kasian pihak pengemudi waktunya terkuras cuma gara gara resto gak jelas, pihak grab seharusnya menambahkan cs malam supaya customer yang kesulitan tidak bingung, dan juga seharusnya tombol cancel untuk customer di adakan supaya pihak pengemudi tidak mengalami penurunan rating atau dimarahi oleh pihak GRAB karena kelalaian pihak GRAB ataupun resto... Mohon untuk memperhatikan kualitas pekerja anda!!! GRAB",1
"pihak grab yang terhormat, saya akan mengajukan keluhan. mohon untuk tidak membeban orderan kepada driver yang sekiranya mereka belum tentu dapat menjalankan. Hentikan orderan secara otomatis kepada driver. mohon untuk membataskan orderan kepada driver maksimal 2 orderan dalam satu kali jalan. Hal ini dapat mengurangi kepercayaan pengguna aplikasi grab. dikarenakan estimasi waktu yang diberikan berubah-ubah dan sangat jauh. sekali lagi. Tolong perbaiki sistemnya. Terima kasih",1
"Menyelesaikan tantangan berharap dapat reward eh malah tidak dapet sama sekali, buat apa ada tantangan gini coba :( selain itu voucher yg awalnya bisa dipakai tiba2 tidak bisa dipakai, sudah di komplain ke pihak grab lewat twitter tapi responnya adalah 'akan diproses' namun sampai sekarang vouchernya masih belum bisa dipakai Super kecewa sekali dengan grab dan customer servicenya",1
Detect Lokasi penjemputan sering gak tepat.Kadang lokasi tepat saya gak ada di list lokasi grab. Jadi bikin driver nya bingung. Tarif naik harus disesuaikan dengan sistem yg bagus dong.,3
"sistem grabnow malah bikin driver berselisih paham, lebih baik buat sistem apabila penumpang mengcancel orderan maka 10 menit berikutnya tidak bisa menggunakan grabnow.. untuk menghindari perselisihan antar driver",5
"Ada seneng ada sedihnya jg si pake grab. Tapi memang grab bisa diandalkan dan mempermudah penggunanya. Semoga grab makin berkualitas kedepannya :) Tapi tolong masalah gpsnya, ko jalanan yang seharusnya deket malah dikenain ongkos besar karna di gpsnya pake arah yang lebih jauh dan belibet :( Udhmah skrg harganya naik :(",4
Benar benar mengecewakan saya aplikasi ini.Awalnya saya senang sekali dengan aplikasi grab ini gara gara akun saya tiba tiba keluar dan tidak bisa masuk kembali tetapi saya sudah mencoba untuk memasukkan nomor saya dan ketika diminta verefikasi tidak ada pesan password yg masuk kesaya. TOLONG BAGAIMANA MENGEMBALIKKAN AKUN SAYA YG TIDAK MASUK KEMBALI...,1
Saya tidak suka dengan Update Terbarunya karena biasanya bisa Gunakan Kode referral Punya Teman dan Sekarang Sudah Gak Bisa digunakan.. Dan sekarang Sudah gak bisa ngajak teman pakai grab pakai kode referral.. Parah Abisss Sangat Benci dengan Aplikasinya jadi maaf saya Hapus aplikasinya. Kalau Fiturnya kembali seperti versi terdahulu aku sangat suka dan pasti saya dan teman pasti Beri RATING BINTANG LIMA Yakin dehh *****⭐️⭐️⭐️⭐️⭐️,1
"Aplikasi grab benar2 aneh!!! Saya yg selalu pake grab minimal sehari 4x, sering beli paket2 prom....masak kalah sm promo yg diberikan dsri grab!? Akun istri dan adik saya yg jarang pakai grab malah promonya melimpah ruah dapetnya. Sekalinya ada promi yang seharusnya bisa dipake, malah gak bisa dipake dg alasan macam2. Sedangkan kode promo tsb dipakai diakun istri dan adik saya, malah bisa. Aneh banget khan!!! Jadi males pake grab sekarang. Sakit Hati!!!",2
"Apa2 an ini, kasih2 promo tapi tidak bisa dipakai, alasan akun terdeteksi kegiatan yg tidak biasa. Percuma dong punya aplikasi kalau tidak bisa dipakai, mending di un instal.",1
"sudah lama menunggu dibatalkan driver, tidak langsung di Carikan driver pengganti",1
indikator posisi titik jemput di aplikasi tidak sesuai dengan yg disetting penumpang. itu lumayan membuat driver tersesat & sy terlambat. ketidakakuratannya masa bisa sampe 100 m lebih.. 😑,2
"Barusan order grabfood. Driver tidak bisa dihubungi, restoran tidak bisa dihubungi. Mau cancel order call center grab bertele-tele terlalu banyak nomor yg harus diketik untuk bisa menyampaikan keluhan menguras pulsa banyak. 1 jam nunggu baru diganti driver lain. Udah dingin itu makanan kayanya.",1
"Setelah apk nya di update bukannya tambah bagus tapi malah tambah buruk. Ngetik lokasi penjemputan gak muncul², jadi ribet harus cari titik lokasi dulu di maps. Padahal sebelumnya nama lokasi langsung muncul pada saat di ketik. Tolong pihak grab segera diperbaiki, padahal grab sudah diminati masyarakat karena harga nya yang terjangkau. Sayang sekali rasanya.",2
"Di inbox dapat promo tetapi setiap mau d gunakan, keterangannya adalah voucher telah habis di gunakan padahal saya blm pernah pakai sekalipun, untuk grabike, grabcar n grabfood...jika promo yg d share tidak dapat digunakan, lebih baik jangan d share 😣",1
Stuck di page login. Pas udah bs login pake facebook stuck di nomor telepon. Bilangnya kode otp salah mulu jelas jelas pas sms nya masuk lgsg auto input ke aplikasi. Pas mau login pake email malah optionnya ga bisa di klik dan ga respon apapun. Thank you grab.,1
Udah lama pake apk ini padahal.biasa nya penanganan setiap masalah bagus cuma kemaren terakhir laporan malah ga ditanggapi alasan laporan serupa harus nya grab sanksi yang punya resto nya kenapa dalam kurun waktu sebulan terjadi kesalahan yang sama apalagi pesanan yang datang tidak sesuai,3
aplikasi jelek anjir masa ngga bisa lacak bandara,1
"Riiiibbbeeettt bgt nih app, kalo mau login segala verifikasi email, gmana yah kalo udh gak pake email yg lama, Setelah sekian lama akhirnya nyerah deh sama grab mending app sebelah soal login emg lebih mudah",1
"Selamat malam. Sebelumnya ijin memberikan bintang satu. Kebetulan baru saja ada kendala dalam membuka aplikasi Grab, soalnya ngebug dan tiba-tiba keluar + not responding. Sudah gitu, petanya tidak bisa digunakan karena tidak bisa menambah tujuan baru",1
Ok lah untuk aplikasi ini lumayan cukup membantu kita jika tdk ada kendaraan umum yg lainnya tpi dampak negatifnya adalah knp klo kemana-mana suka harganya 9k kan itu dapat mengurangi uang kita mau pun jarak dekat atau jauh msih ajh harganya 9k tolong beri keringanan terhadap aplikasi ini ongkosnya jgn terlalu besar lah,3
"Driver memberi konfirmasi pesan otomatis 10 mnt akan tiba dipenjemputan, ditunggu 20 mnt tdk dijemput, dr awal order driver msh pd posisi yg sama, saya cancel tdk bisa krn tombol cancelnya tdk muncul. Stlh 1 jam lebih driver baru bergerak dr posisinya dan menuju tempat penjemputan, driver tdk memberi konfirmasi baik pesan ataupun telpon bahwa dia sdh di lokasi . Stlh 3 jam notifikasi selesai masuk tanpa adanya pengantaran dan minta dirating, tolong grab perbaiki sistemnya dari driver2 curang",1
Rata rata driver nya sopan n membantu.. Aplikasi nya mudah digunakan.. Promo nya cukup menarik namun kurang banyak Perlu ada nomor call center untuk bertanya minta informasi atau pengaduan,5
"pelayanan sipp driver nya ramah dan sering menasih tau lebih dalam tentang grab untuk saya mantap tapi kalo untuk poin di tingkatkan saya bayar grab food beli se harga 235 ribu cuma dapet poin 3 poin nya di tetap kan ke mode yang dulu, dulu saya langanan banget dengan grab hampir se tengah dari driver grab kenal saya, dan dulu poin saya ada banyak 23,501 poin, terus ada pemberitahuan untuk update habis saya update kok malah poin saya jadi 0 poin (ITU YANG MEMBUAT SAYA KECEWA BERAT KEPADA GRAB)",5
Grab udah bener2 beda dulu saya pesen grab driver nyampe nya cepet paling lambat 10 menit tapi sekarang paling cepat 10 menit bahkan sring nya saya pesen jam 6.40 20 menit kemudian baru sampe padahal di aplikasi cuman 9 menit saya benar-benar cape sama grab bener2 merasa di kecewakan saya juga sering sekali terlambat gara2 menunggu driver padahal dulu saya kalo mau cepet ya pake grab sekarang malah sebaliknya 👎👎👎,1
"Grab yang aneh, setiap kali order makanan, selalu lama sampe, asal di tanya ke driver nya, jawabannya dapat 2 orderan, mau di cancel gak bisa, apa kalian lagi kekurangan driver. Padahal aku mesan cuman salad, yang jarak resto nya nggak sampe 2 km, tapi lamanya kayak nunggu jarak 200km, Beda banget kalau mesan pake gojek, nggak banyak nanya langsung cepat sampai.",1
"To Admin Grab. saya tdk mau instal aplikasi grab bukan brati saya tdk suka cuma blm mau aja. tp tlg iklan yg terlalu sering muncul pada saat saya lg buka WA, nonton youtub dihentikan karna sangat mengganggu sekali. terima kasih..",1
"Sangat menolong sekali. Dg adanya applikasi ini jadi perjalanan lebih mudah lebih simpel tidak bingung bila sewaktu waktu membutuhkan angkutan yg cepat, tepat, praktis dan simpel... mksh grab...",5
Bintang empat jadi bintang satu. Makasih ya udah pesen makan berkali-kali + banyak bug dan eror gajelas yang bikin gabisa order lalu akhirnya pesenan harus dibatalkan berkali-kali semua padahal saya belinya ke toko yang deket. Ngapain saya cape-cape langganan unlimited ujungnya kek begini. Saatnya uninstall 😊,1
Kepada grab.. tolong para driver nya dibekali lebih baik lagi.. saya sering menjumpai kalo grab food driver nya ga bisa pakai map.. jd sering nyasar gatau arah tempat makanan yang dituju. Jd tidak nyaman sama sekali padahal saya kalo order sengaja yang dekat dengan tempat tinggal saya agar bapak drive ny tdk kasihan mengantar jauh. Tolong d perhatikan,1
"Ini grab kenapa suka error sih promo nya, padahal saya lg buru² mau pergi dan uang saya sedikit, saya berharap bisa dipake promo nya, eh malah error. Mengecewakan aplikasi ini!!!!",1
"Ketentuan promo bisa dipakai 2x sehari, baru di pakai 1x dan itupun beda hati tetapi sudah tidak bisa lagi. ketentuan & syarat pada promo sudah dilanggar oleh grab sendiri. Benar-benar sangat buruk.",1
"Dulu saya suka bnget pake aplikasi grab, tapi sekarang saya sudah jarang mnggunakannya karena biayanya maki mahal, ada sih kode promonya tapi gk bisa ke pake kecewa bnget, semoga harganya turun lagi deh trus saya kasih bintang 5 lagi;(",1
"TOLONG PERBAIKI aplikasinya, SELALU stelah pake grab expres, aplikasi nyangkut gak bisa balik lagi ke menu utama grab untuk pilih layanan yg lain. Tolong benerin sangat mengganggu",2
"Overall semuanya sangat baik, tetapi dengan perubahan paket hemat yang terjadi, tolong kembalikan paket Grabbike dengan diskon Rp.9.000,- untuk 12 kali pemakaian, karena saya yakin bukan hanya saya yg merasa keberatan dengan perubahan ini dengan alasan-alasan tertentu",4
grab nya kenapa sering error. kalau abis pengantaran gak bisa balik ke menu awal. Dan kadang jg menu nya cuma ada transportasi aja gk ada pengantaran dan makanan,2
Overall suka sih sama aplikasi ini. Membantu banget dalam proses penghematan dana waktu jg tenaga. Kurangnya kadang sama pengguna nya aja.. apalagi kalau grabfood. Susah banget kalau pesen dan dianterin ke lantai atas sebuah gedung .. kan mager kalau harus turun ke lobby.. wk,4
"Saya membatalkan pemesanan grab car beberapa kali karena driver yg sangat jauh, dan saya harus menerima sangsinya, yaitu tidak bisa pesan grab lagi, tanpa ada perbaikan sistem navigasi dari grab, sangat mengecewakan",2
"Masukkan kode 8ZPOI9TE pada Ajak-Ajak, maka anda dapat potongan dalam perjalanan pertama anda. Aplikasinya bagus meski ndak sebagus UBER, map location nya udah mulai ditingkatkan keakuratannya",5
"Bagus, tapi sedikit kurang, saat menuntukan titik penjemputan/tujuan, koordinat tidak bisa sesuai/kabur-kabur, mohon untuk diperbaiki lagi, dan lebih disempurnakan lagi, agar lebih bermanfaat dan sempurna",4
"sgt menyulitkan instal ulang, selalu gagal n terus minta update, tp gagal lagi,... pke aplikasi sebelumnya ga bisa lagi, pdahal saldo saya madih byk. .tolong admin bantu saya untuk bisa instal krn selalu minta update terus,...ngabisin waktu aja,... atau balikin saldo saya aj... ini aplikasi bikin kacau",5
"Beberapa kali dapat promo dan diskon tp percuma nggak bisa di pake sama sekali .. Tolong kasih jawaban atas ini. Saya hampir setiap pulang pergi kerja memakai jasa grab dulu terbantu sekali dg jasa grab ... Akhir"" ini malah tak bisa di pakai promo maupun diskonnya lalu ngapain saya dikirim pesan dpt promo klo nggak bisa dipake...??? Mohon pencerahannya !!!",1
Saya pengguna lama cuma karena cukup lama ga pernah pakai lagi terakhir beberapa waktu lalu saya mau pesan harus verifikasi muka dulu mana ga berhasil-berhasil mungkin karena rambut saya sekarang pendek padahal saya lagi buru-buru akhirnya saya ga jadi pesan dan sampai sekarang jadi enggan buat pakai aplikasi ini lagi,1
"Saya kecewa dengan grab yang sekarang,promo grabbike nya setiap Minggunya ada,tapi tidak pernah bisa digunakan karna setiap pemesanan voucher sudah habis,padahal masih jam 7 pagi,saya mau kekantor jadi kewalahan, sebelumnya percaya sama grab buat perjalanan apalagi dengan menggunakan promo, sekarang promo apapun tidak bisa digunakan, intinya promo grabbike nya jadi seperti pencitraan aja di update tiap minggunya,terima kasih atas perhatiannya",2
saya kasihbintang 3 dulu karena keterbatasan wilayah yang tidak bisa menikmati diskon. dan semoga untuk grabfood ditingkatkan lagi untuk diskonnya tidak hanya di area area tertentu saja karena pengguna grab itu kan mencakup area yg luas. semoga grab menjadi makin maju,3
"Pelayanan parah,, driver manyun teroosss.. Udah gtu kalo pesan, dateng nya lelet bgt padahal jarak ga jauh kalo di liat di maps.. Dulu saya pelanggan setia grab tapi skrg saya beralih ke gojek, karna pelayanan nya lebih ramah, bayar tarif mahal pun ga sia"".. 😏😏",1
Setiap saya mau beli makanan atau apa... aku slalu menggunakan grab karna promo nya yg saya suka jadi kita bisa dapet potongan lebih banyak dan harganya lebih murah dari harga aslinya. #SALUTUNTUKGRAB,5
"coba jalan terlalu sering pembaruan. efeknya menghambat orang yang lagi buru2. lagi buru2 jadi terpaksa tunggu update dulu. iya kalau sinyal bagus , kuota banyak ndak masalah. kalau yang semuanya serba pas pasan kan kasihan, pahamilah orang orang menengah ke bawah",3
"Ketika harga berubah kenapa promo ngak bisa dipakai padahal kita pesan sudah sesuai aplikasi,masukan aja harga tolong disamakan dengan resto biar customer tidak kecewa terima kasih",3
"Menurun perfomanya , masa kode promo kadang ga bisa digunain padahal belom habis terpakai . ini udah komplen lewat email sama chat lewat twitter balasannya sama aja. percuma aja kan ada promo ga bisa di gunain, ini promo lu perbaikin dulu deh. sebelum pada uninstall nih aplikasi.",1
"Grab ini seenaknya batalin pesanan atau pengantaran kita. Nunggu sampai 2 jam cuma buat gonta ganti kurir. Mau grab car ataupun grabfood kalo bukan pilih prioritas gak mau ambil. Aplikasi tolol, dari awal naikin aja harganya. Kalo yang cancel bisa gw review udh puluhan driver tuh gw bad review. Mending aplikasi sebelah.",1
"Selama saya menggunakan grab. Pelayanannya bagus. Namun terkadang, driver grab kurang ramah. Dan saat memesan grabfood, harga di resto berbeda dengan harga pada list grab food. Mohon di tingkatkan kembali pelayanannya.",5
"Banyak kesalahan titik lokasi map, terkadang promo susah dipakai, driver baru datang setelah 3 jam yang seharusnya cuma 30 menit. Tolong percakapan antara pengemudi dan custumer dipantau, supaya tau yang minta cancel siapa. Kenapa driver yang minta di cancel pengguna yang lena sanksi?!",1
"suka banget sama aplikasi grab food nya yg suka kasih diskon 50% .. tapi menu di kenary cake kenapa gak update yakk.. tolong dong di update. lapak sebelah.. udah komplit menu"" nya",5
"terima kasih pak, sudah sangat baik mengantarkan saya... semoga semakin sukses yaaa🙏",5
Sejauh selama sy pengguna aplikas grab selama ini sangat amat terbantu utk segala urusan apapun tampa ribet simpel & cpat dlm segalanya TOP ( msalah apapun tertangani problem terjawab krn aplikasi terlindungi smoga menjadi lebih baik lgi utk masa kedepanya.),5
"amang grabnya gamau jemput kalau payment nya pake non tunai, apalagi pake promo. buat apa grab tiap hari kasih promo kalau drivernya ajah gamau dan minta cancel, atau didiemin. Sistem di aplikasi amangnya ganti dong, jangan terterain rincian kalau pake promo, kasih tau mereka nominal yang bakal di dapet ajah jangan yg udah pake promo di tampilin juga jadi buat driver ga menggerutu kalau orang pake promo. Biar mereka cari rezekynya lebih semangat. Apalagi kalau langsung masuk rekening tanpa harus nunggu cair. Masa sistemnya kalah sama buatan anak negeri si gojek. Cust boleh lbh banyak, tapi yg kecewa ga kalah banyak juga.",1
"Kenapa nama jalan yang tertera pada maps hanya nama jalan besarnya saja?? Padahal dalam versi sebelumnya nama jalan yang sampai ke pelosok pun tertera.. Kenapa sekarang tidak tertera? Bagi yang tidak tahu jalan pasti harus mengira dulu, ini posisinya tempat apa.. Tolong perbaiki yaa",5
"Saya sudah pake OVO dan perjalanan yang akan saya tuju cuma dekat, kok masih mahal saja tarifnya? Saya isi saldo OVO tpi kayak bayar cash saja, ttap mahal.... Saya download aplikasi in harap"" bisa lebih hemat dan praktis tapi kong mala bkin lebih boros. Saya nyesal download aplikasi in",1
"Yang jelas transportasi on line sangat membantu, adapun kendala baik dari driver atau aplikasinya itu hanya sebagian kecil saja dan wajar... Kadang kitanya aja sebagai pelanggannya yang bawel dan ga sabaran.... Buat sesama pengguna jasa ojeg on line, hargai driver. Ingin nggak telat? Berangkat lebih awal...jangan drivernya yang disuruh cepat!!!!....",5
Tolong dipermudah dalam fungsikan semua media di hp oppo ini tak terkecuali medsos mudah dibuka dan buat kirim chat video / edit foto cepat dan mudah. Terima kasih,5
"Gak bisa set alamat sesuai lokasi, selalu di geser ke tempat lain yg ada pin nya, masa ke alamat rumah sendiri gak bisa, padahal titik lokasi biru di map sudah benar. Taaiiikk lah",1
"Tolong Di perbaiki Aplikasinya Biasanya kalo mau Orderin lokasi penjemputanNya Suka Searching Sendiri Tapi TerkadangTidak Sesuai Dengan titik kita/Lokasi kita. Jadi kadang2 kasian juga sama Drivernya jadi muter2, Ya Kali kalo dapet Drive nya baik. Sering Curhat Juga Masalah ini. Coba Kalo lagi dapet Drivernya judes kadang Habis Di maki2 GuaNya, Sebelum naik juga, blom nyampe tujuan ongkos nya minta Di Lebihin duluan",2
"Pake jastip ga bisa2. WiFi oke padahal, tinggal konfirmasi tp ga ada. Sangat2 kecewa. Grab bike juga, selalu UPS terjadi kesalahan. Klo grab bike dan jastip aja ga bs terus gunanya apa??? Makin lama makin buruk",1
"saya pengguna GRAB di surabaya, gampang ketika order di surabaya. tetapi saya sering juga pergi keluar kota, contohnya di kota MALANG & BATU. sangat sulit mendapatkan Driver disana, bahkan hampir tidak ada yg mengambil order. padahal pada jam aktivitas waktu saya order. tolong di tingkatkan kualitasnya",1
"- Tolong diberi filter untuk makanan"" terdekat - Banyak resto yang tidak menyertakan foto dan deskripsi - Pemilihan titik pick up gb seringkali susah harus di titik hijau terdekat lainnya sudah Mantap apalagi promo-promonya",5
"grab skrg aneh bgt , kadang promo gabisa dipake . pdhl udh sesuai dgn s&k. promo bisa dipake tapi abis udh checkout tiba tiba promonya ilang alias gabisa dipake , jadi harganya malah mahal kaya ga pake promo aja . sbl.",2
"Sementara saya kasih bintang 1, dikarenakan saya mau pesan GrabFood dg Promo GFYUMMY. Karena driver-nya susah dapatnya, saya ulang berkali-kali gk dapat2, dan entah kenapa tahu2 promonya kadaluwarsa (padahal blm terpakai). Mohon ditindaklanjuti, tks...",1
"Susah bgt heran mau pesan, mana kondisi malem kan darurat butuh kendaraan. Server sebelah down, ini malah Grab to much verification. Verifikasi selfie jg ga berjalan baik, udah masukin kartu debit apapun gamau, tolong dibenerin ini kenapa jd begini grab :( kecewa aku tu",2
"Ini kenapa akun grabnya tibatiba keluar, seperti diblok. Padahal saya juga gadak melakukan penyimpangan ataupun tindakan yang anehaneh. Saya uda bolak balik ganti nomor, email, selalu keluar sendiri. Tolonglah gimana ini solusi dari pihak grab. Lamalama kecewa saya, jadi males make grab lagi.",1
"Saya kecewa dengan pengaturan titik lokasi,karena susah banget dipaskan dititik lokasi,yg ada kembali lagi ke lokasi alamat yg ada digoogle,ini sangat menyusahkan,kasihan drivernya kalo pilihan titik lokasinya ,otomatis dialamat orang cuk,danjok babi.",1
"sesudah diupdate bukannya makin bagus malah makin jelek. contoh kecil aja promo, mau make promo malah sudah habis digunakan padahal make aja blm. trs masalah tarif perjalanan jg naik, yg harusnya bisa lebih cepat tp malah muter2 dulu",1
Grabb semenjak di update untuk Map nya jadi ngaco tidak sesuai titik biasanya sudah tersimpan alamatnya jadi tidak ada sekarang. Diperhatikan kembali ketika mau update kasihankan pengemudinya mau ngatar makanan dan jemput jadi jauh.,1
Dulu promonya banyak banget sekarang makin sedikit dan minimal blanjanya tinggi banget..bagi orang menengah keatas oke oke aja tapi buat orang menengah kebawah rasanya terlalu berat....kalau bisa nominal turunin lagi nominal nya...,3
"Kok gak bisa pesen kendaraan yah, pas mau nulis lokasi selalu ada grab tidak menanggapi kenapa ya itu,, padahal udah diupdate sebelum diupdate lancar lancar aja tapi kok sekarang susah banget yah, minta perbaikan nya dong, makasih",1
"Sekarang aplikasi grab lemot, karena keseringan update. padahal HP saya RAM 4GB, tapi setiap buka aplikasi grab selalu ada tulisan ""Grab tidak menanggapi"" TOLONG diperbaiki lagi supaya tidak lemot.. sepertu versi sblumnya lancar jaya",2
"Kenapa Iyah akun saya kok di tangguhkan padahal saya tidak pernah sama sekali membatalkan pesanan apa maksudnya no henphon pun tidak bisa di masukkan pake email pun tidak bisa masuk juga selalu di bilang akun anda di tangguh kan kasih solusinya nya lah ga ngerti saya jadi ga bisa masuk ke grab nya lagi ga masuk akalll, kenapa tidak ada respon sama sekali anjirrrr",1
"Aplikasi grab yang sangat konyol... 3x saya di suruh driver suruh cancel ,2x drriver cancel.. yang salah siapa coba... Jadi Ane yg kena imbasnya ,,masa akun saya di saspn kan lucu... Bagi penumpang grab saya jadi dirugikan sekali ,saya tidak bisa masuk or login. Kan konyol",1
Kenapa daftar pakai nomor baru 3 nomor yg blm dpake sama sekali susah terus jawabnya akun anda ditangguhkan ada aktifitas tidak wajar .. Padahal baru jg download & order 1x sampe skrg gbisa buka apliaksi grabnya tolong admin gimana,3
Kok bisa yaah.. no yang TIDAK TERDAFTAR GRAB DRIVER bisa masuk top up ke GRAB DRIVER... trus permasalahan nya gak slsai... dapet balesan (karena pihak ovo tdk menerima ada nya top up ke no tsb) heeeehhhh ini tuh yg gua permasalahin knpa no gua gak pernah daftar ke GRAB DRIVER tp kok bisa msuk top up grab driver seharusnya gagal dong!! Mengecewakan..,1
"Grab sekarang tidak bisa pesan makanan, sudah pilih menu tinggal klik ""pesan"" tapi tidak bisa di klik, berhenti disitu.. ini apk jelek parah dari kemaren hampir 1 minggu tidak ada perbaikan, ini aplikasi jelek",1
ada yg baik dan ramah....ada yg cuek....ada kendaraan yg tdk sesuai dgn aplikasi...sering juga drivernya minta cancel dgn alasan yg tdk masuk akal...mohon adminnya cek n ricek lg buat drivenya...,5
"Layanannya sangat bagus, tapi untuk grab food nya kurang asik.. Pilihan promo nya bener banyak sih.. Tapi promo nya bersyarat.. Jadi bagi saya kurang berfaedah promo nya Sekali² dong kalau kasih promo tanpa bersyarat..",4
"Tgl 1 maret 22 sy akan order grabike tp di mnta utk update. Kemudian sy update, lama bgt tu sinyal muter2 hingga 5 menit lbh, kemudian sy batalkan. Dan sy update lg sampai bbrp kali tp gak bisa jg. pagi ini tgl 2 maret sy update udh 3x, masing2 waktu update lbh dr 5 menit tp knp gak bisa jg ya, sinyal muter2..pdhl quota sy msh 9 giga. knp ya gak bisa update..mohon penjelasannya, tx",3
Kenapa pas mau login lagi ga bisa. Muncul notifikasi grab tidak menanggapi terus. Udah coba tutup terus login lagi tetap ga bisa make app nya. Kenapa sekarang jafi ga bisa akses grab nya. Terimakasih,1
"makin ketat persaingan ojol, ko grab malah mengurangi menu aplikasi pesanan untuk customer... pesanan ko jadi ga bisa dibatalkan, seolah mau ga mau harus dibeli... pdhl mau ganti menu, atw ganti alamat pengiriman, kn bikin susah customer kalo begini, saya sudah lama menggunakan jasa grab, baru sekarang ga bisa batalkan pesanan, SANGAT MENGECEWAKAN... ma'af sya tarik kembali bintang 5 nya",1
Alangkah lebih baik lagi kalau yg khusus Grab food tiap menu makanan ada gambarnya biar kita bisa milih dan nggak cuma menebak2 agar makanan yg kita dpt bisa sesuai ekspektasi.. Thank you,4
aplikasi grab saya inboxnya kalo di buka blank tidak ada deskripsinya ga tau kenapa padahal dah update versi baru terus..jadi kalo dapat inbox ga bisa baca isinya apa...dah komplain lewat DM twiter belum di respon juga smp sekarang...sudah mau 2bulan kaya begini terus...,5
"Saya oke sih dengan aplikasi ini. Banyak memberi kemudahan, sayangnya ada juga driver yang pilih pilih customer. Kalau jarak dekat gak mau. Malah menjauh dari titik penjemputan. Capek deh.... Sudah nunggu gk datang"" dichat gk jawab. 🤔",5
"Untuk pelayanan kendaraan nya bagus, tapi kadang suka dapet driver yg gak mood,yg gak sesuai expect kita. Untuk makanan baru banget tadi siang pesan gak sesuai sama foto yg ada di apl grab nya kecewa bgt Yg dateng makanan nya jauh bgt sm yg difoto mana harganya lumayan.. Hati hati klo pesan mending yg sekalian resto terkenal aja🙂",4
"Buruk si,srmakin kesini sama keluhannya sama yang lain, kenapa tiap mau pesen alasannya terlalu jauh,padahal pake grab kan emang karena jauh,atau lagi males keluar, atau malah lagi kerja, butuh cemilan,eh malah gak bisa.padahal kemarin bisa. Auto unistall dah kalo gini mah.",1
so far so good 👍 sangat membantu . rekomend...,5
"Kenapa ya ko makin kesini grab makin jelek aja aplikasinya, setiap buka grab tiba² keluar trus padahal udh di update.. Padahal mah dulu bagus bgt, eh sekarang malah kya gini.. Udah bnyk orng yg kecewa juga termasuk saya.. Tadinya saya anti bgt sama aplikasi lain setia bgt sama grab, huftt pindah aplikasi aja lahh",1
gercep dan sangat membantu,5
"grab menurutku uda ckup bagus, murah dan membantu dr promo2nya. tp aku bingung, di aplikasi grab driver apa ga bisa ya cara ubah pesanan atau ubah harga? gue sering bgt mesan makanan, trus makanannya habis, tp di aplikasi gabisa diganti sm driver kalo itu makanan habis. masalahnya kan gue pake promo. nah pas pengemudi sampe, masa iya kita hitubg2 ulang smua sampe promonya? yakali cape, ujung2nya gue bayar sesuai yg gue pesen pdhl pesenan gue stunya gada, kekgini terus pelanggan rugi!",2
"GRAB ini bagus dengan para driver yang bertanggung jawab dan berkualitas, tapi sayang jangkauannya tidak sampai pedalaman, atau kota kecil. Saran saya ada baiknya coba jangkau lebih luas kota kecil terutama di pelosok.",2
"pertama x menggunakan jasa grab, menyenangkan sekali pelayanan pengemudi nya jga ok. walaupun sempet takut karna baru, eh ternyata bagus sx pelayanan nya",5
"aplikasi yang banyak putus mitrain drivernya,terlalu gampang percaya kepada keluhan penumpang yang asal komen saja,perlu dikasih rating paling hancur ini aplikasi supaya bisa mikir,kalo gak ada driver maka gak akan ada pengguna aplikasi...",1
